Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,순위점수 + 톱랭킹포인트*10,순위점수 + 톱랭킹포인트,순위점수 + WAR
,,,,,a,b,,,c,a + (round(b)*10),a + round(b/10)*10,a + (c*1000)
rank,톱랭킹 Rank,선수명,구단,포지션,순위 점수,톱랭킹 포인트,기본 점수,승리 기여도,WAR,1안,2안,3안(FIX)
289,145,김기훈,KIA,투수,156000,-15,18.4,-33.4,0.05,155850,155980,156050
290,145,허도환,LG,타자,156000,57.32,61.3,-3.98,-0.77,156570,156060,155230
291,146,유승철,KIA,투수,155000,-16.47,-11,-5.47,0.11,154840,154980,155110
292,146,김강민,한화,타자,155000,55.51,53.5,2.01,0.07,155560,155060,155070
293,147,김규연,한화,투수,154000,-19.01,5.5,-24.51,0.07,153810,153980,154070
294,147,원성준,키움,타자,154000,55.17,100.1,-44.93,-0.21,154550,154060,153790
295,148,진해수,롯데,투수,153000,-19.72,36.8,-56.52,0.02,152800,152980,153020
296,148,최항,롯데,타자,153000,53.42,100.3,-46.88,-0.2,153530,153050,152800
297,149,백정현,삼성,투수,152000,-19.83,116.1,-135.93,0.75,151800,151980,152750
298,149,정은원,한화,타자,152000,53.26,72.4,-19.14,0.13,152530,152050,152130
299,150,최원영,LG,타자,151000,53.1,73.8,-20.7,0.25,151530,151050,151250
300,150,윤호솔,LG,투수,151000,-21.15,-15.4,-5.75,0.1,150790,150980,151100
301,151,김재상,삼성,타자,150000,53.08,97.6,-44.52,0,150530,150050,150000
302,151,임기영,KIA,투수,150000,-22.74,116.9,-139.64,-0.21,149770,149980,149790
303,152,박신지,두산,투수,149000,-23.4,-3.9,-19.5,0.15,148770,148980,149150
304,152,고종욱,KIA,타자,149000,52.56,37.7,14.86,0.09,149530,149050,149090
305,153,박상언,한화,타자,148000,52.44,53.7,-1.26,0.52,148520,148050,148520
306,153,박시후,SSG,투수,148000,-24.22,-23.2,-1.02,0.11,147760,147980,148110
307,154,김민주,KIA,투수,147000,-25.85,-17.4,-8.45,-0.04,146740,146970,146960
308,154,정현승,SSG,타자,147000,51.09,40.9,10.19,-0.25,147510,147050,146750
309,155,이영빈,LG,타자,146000,50.71,81.6,-30.89,-0.02,146510,146050,145980
310,155,박준표,KIA,투수,146000,-27.45,1.2,-28.65,-0.04,145730,145970,145960
311,156,전다민,두산,타자,145000,50.1,49.7,0.4,0.35,145500,145050,145350
312,156,배민서,한화,투수,145000,-27.48,-26,-1.48,-0.03,144730,144970,144970
313,157,장민재,한화,투수,144000,-28.07,10.5,-38.57,0.66,143720,143970,144660
314,157,류현준,두산,타자,144000,48.52,17.5,31.02,0.15,144490,144050,144150
315,158,유지성,KIA,투수,143000,-28.4,-26.6,-1.8,-0.02,142720,142970,142980
316,160,문동주,한화,투수,141000,-29.92,147.6,-177.52,1.92,140700,140970,142920
317,158,한승택,KIA,타자,143000,48.16,22.3,25.86,-0.1,143480,143050,142900
318,159,김민규,두산,투수,142000,-28.92,-37.5,8.58,0.65,141710,141970,142650
319,159,김대원,LG,타자,142000,46.61,14.8,31.81,0.07,142470,142050,142070
320,160,박영빈,NC,타자,141000,42.85,20.9,21.95,-0.12,141430,141040,140880
321,161,최상민,SSG,타자,140000,42.18,25.5,16.68,0.15,140420,140040,140150
322,161,임준형,LG,투수,140000,-29.98,-11.8,-18.18,0.13,139700,139970,140130
323,162,오영수,NC,타자,139000,41.51,53.1,-11.59,0.22,139420,139040,139220
324,162,김동규,키움,투수,139000,-30.57,-20.8,-9.77,-0.01,138690,138970,138990
325,163,김정우,두산,투수,138000,-31.05,-26.8,-4.25,-0.01,137690,137970,137990
326,163,안주형,삼성,타자,138000,41.29,67.8,-26.51,-0.67,138410,138040,137330
327,164,최성훈,삼성,투수,137000,-32.91,-12.3,-20.61,0.04,136670,136970,137040
328,164,최승민,LG,타자,137000,41.07,52.8,-11.73,-0.02,137410,137040,136980
329,165,이병헌,삼성,타자,136000,40.46,82.1,-41.64,0.17,136400,136040,136170
330,165,김영현,KT,투수,136000,-34.44,-33.6,-0.84,0,135660,135970,136000
331,166,강진성,SSG,타자,135000,38.99,21.7,17.29,-0.04,135390,135040,134960
332,166,소이현,NC,투수,135000,-35.61,-35,-0.61,-0.06,134640,134960,134940
333,167,이종준,LG,투수,134000,-36.13,21.4,-57.53,0.35,133640,133960,134350
334,167,이상혁,한화,타자,134000,38.92,30.1,8.82,-0.11,134390,134040,133890
335,168,유강남,롯데,타자,133000,38.31,127.2,-88.89,0.01,133380,133040,133010
336,168,정우영,LG,투수,133000,-36.35,28.8,-65.15,-0.03,132640,132960,132970
337,169,양찬열,두산,타자,132000,37.35,23.8,13.55,0.09,132370,132040,132090
338,172,오원석,SSG,투수,129000,-40.23,102.9,-143.13,3.02,128600,128960,132020
339,169,박승주,키움,투수,132000,-36.54,-33.6,-2.94,0.01,131630,131960,132010
340,170,손주환,NC,투수,131000,-37.21,-21.6,-15.61,-0.04,130630,130960,130960
341,170,이학주,롯데,타자,131000,36.92,53.2,-16.28,-0.23,131370,131040,130770
342,171,채원후,NC,투수,130000,-37.58,-37.2,-0.38,-0.03,129620,129960,129970
343,171,조형우,SSG,타자,130000,35.54,31.2,4.34,-0.14,130360,130040,129860
344,172,김현종,LG,타자,129000,35.46,26.2,9.26,0.17,129350,129040,129170
345,173,이의리,KIA,투수,128000,-41.35,-1.1,-40.25,0.09,127590,127960,128090
346,173,임종찬,한화,타자,128000,34.79,55.8,-21.01,-0.22,128350,128030,127780
347,174,전용주,KT,투수,127000,-42.65,-19.3,-23.35,-0.09,126570,126960,126910
348,174,안현민,KT,타자,127000,33.22,28,5.22,-0.1,127330,127030,126900
349,175,김준태,KT,타자,126000,32.38,38.3,-5.92,0.19,126320,126030,126190
350,175,김민규,NC,투수,126000,-44.16,-15.2,-28.96,-0.08,125560,125960,125920
351,176,김강현,롯데,투수,125000,-44.41,-17.8,-26.61,0.51,124560,124960,125510
352,176,황대인,KIA,타자,125000,31.34,17.3,14.04,-0.02,125310,125030,124980
353,177,안중열,NC,타자,124000,29.06,51.2,-22.14,0.33,124290,124030,124330
354,177,홍정우,삼성,투수,124000,-48.82,-47.4,-1.42,-0.03,123510,123950,123970
355,178,장필준,삼성,투수,123000,-51.08,-50.8,-0.28,-0.01,122490,122950,122990
356,178,김한별,NC,타자,123000,25.13,38.7,-13.57,-0.26,123250,123030,122740
357,179,김윤식,LG,투수,122000,-51.5,-23.2,-28.3,-0.07,121480,121950,121930
358,179,송민섭,KT,타자,122000,24.94,21.9,3.04,-0.27,122250,122020,121730
359,180,고효준,SSG,투수,121000,-51.59,22.9,-74.49,-0.05,120480,120950,120950
360,180,김민식,SSG,타자,121000,24.74,84.7,-59.96,-0.17,121250,121020,120830
361,181,임준섭,롯데,투수,120000,-52.32,-23.6,-28.72,0.1,119480,119950,120100
362,181,여동건,두산,타자,120000,24.68,15.9,8.78,-0.02,120250,120020,119980
363,182,김병준,KT,타자,119000,24.13,32,-7.87,0.27,119240,119020,119270
364,182,김범수,한화,투수,119000,-52.38,17.5,-69.88,0.14,118480,118950,119140
365,183,김호령,KIA,타자,118000,23.9,26.4,-2.5,-0.07,118240,118020,117930
366,183,김주온,LG,투수,118000,-52.62,-51.2,-1.42,-0.11,117470,117950,117890
367,184,김진수,LG,투수,117000,-52.85,-37.9,-14.95,0.02,116470,116950,117020
368,184,장재영,키움,타자,117000,22.41,74.6,-52.19,-0.42,117220,117020,116580
369,185,최현석,SSG,투수,116000,-54.3,-52.6,-1.7,-0.02,115460,115950,115980
370,185,이원석,키움,타자,116000,21.89,81.5,-59.61,-0.49,116220,116020,115510
371,186,최준우,SSG,타자,115000,21.39,33.7,-12.31,0.21,115210,115020,115210
372,186,강효종,LG,투수,115000,-54.99,-27.2,-27.79,-0.06,114450,114950,114940
373,187,김민수,삼성,타자,114000,21.29,22.8,-1.51,0.08,114210,114020,114080
374,187,김민재,KIA,투수,114000,-56.65,-53.6,-3.05,-0.06,113430,113940,113940
375,188,서진용,SSG,투수,113000,-56.96,34.4,-91.36,-0.12,112430,112940,112880
376,188,이주찬,롯데,타자,113000,20.19,6.5,13.69,-0.41,113200,113020,112590
377,189,신범수,SSG,타자,112000,20.06,31.9,-11.84,-0.03,112200,112020,111970
378,189,이우찬,LG,투수,112000,-57.99,1.5,-59.49,-0.64,111420,111940,111360
379,190,페냐,한화,투수,111000,-59.88,2.1,-61.98,0.35,110400,110940,111350
380,190,이인한,롯데,타자,111000,19.08,13.3,5.78,0.12,111190,111020,111120
381,191,백승건,SSG,투수,110000,-61.51,-53.4,-8.11,-0.06,109380,109940,109940
382,191,안치영,KT,타자,110000,18.33,37.8,-19.47,-0.07,110180,110020,109930
383,192,김민혁,두산,타자,109000,15.84,20.8,-4.96,0.22,109160,109020,109220
384,192,육선엽,삼성,투수,109000,-62.3,-47.8,-14.5,0.06,108380,108940,109060
385,193,주성원,키움,타자,108000,14.19,23.5,-9.31,0,108140,108010,108000
386,193,장지훈,SSG,투수,108000,-63.78,-44.2,-19.58,-0.07,107360,107940,107930
387,194,박경수,KT,타자,107000,13.27,13.3,-0.03,0.08,107130,107010,107080
388,194,홍민기,롯데,투수,107000,-64.7,-53.2,-11.5,-0.01,106350,106940,106990
389,195,진승현,롯데,투수,106000,-64.78,-39.2,-25.58,0.02,105350,105940,106020
390,195,안익훈,LG,타자,106000,13.17,29.2,-16.03,0.01,106130,106010,106010
391,196,김성진,LG,타자,105000,12.47,15.2,-2.73,-0.05,105120,105010,104950
392,196,신헌민,SSG,투수,105000,-64.84,-62.2,-2.64,-0.07,104350,104940,104930
393,197,김주성,LG,타자,104000,9.88,6.5,3.38,0.16,104100,104010,104160
394,197,정우준,롯데,투수,104000,-67.29,-16,-51.29,0.04,103330,103930,104040
395,198,김동혁,롯데,타자,103000,9.42,18.1,-8.68,0.21,103090,103010,103210
396,198,김도빈,한화,투수,103000,-67.51,-45.8,-21.71,-0.02,102320,102930,102980
397,199,정철원,두산,투수,102000,-69.95,107.5,-177.45,-0.2,101300,101930,101800
398,199,김건형,KT,타자,102000,7.84,-0.6,8.44,-0.21,102080,102010,101790
399,200,양지율,키움,투수,101000,-70.13,-24.6,-45.53,0.07,100300,100930,101070
400,200,윤준호,두산,타자,101000,6.4,5.8,0.6,-0.07,101060,101010,100930
401,201,양도근,삼성,타자,100000,5.77,25,-19.23,-0.01,100060,100010,99990
402,201,김현수,KIA,투수,100000,-71.11,-68,-3.11,-0.12,99290,99930,99880
403,202,류승민,삼성,타자,99000,5.27,5.3,-0.03,0.13,99050,99010,99130
404,202,요키시,NC,투수,99000,-71.75,2.5,-74.25,0.08,98280,98930,99080
405,203,김윤수,삼성,투수,98000,-72.28,-35.6,-36.68,-0.14,97280,97930,97860
406,203,김규성,KIA,타자,98000,5.22,10.6,-5.38,-0.2,98050,98010,97800
407,204,김동헌,키움,타자,97000,5.08,4.5,0.58,-0.12,97050,97010,96880
408,204,윤대경,한화,투수,97000,-72.43,-47.4,-25.03,-0.13,96280,96930,96870
409,205,추재현,롯데,타자,96000,4.66,3.6,1.06,0,96050,96000,96000
410,205,양현,삼성,투수,96000,-72.79,-45,-27.79,-0.03,95270,95930,95970
411,206,김선기,키움,투수,95000,-73.79,49.2,-122.99,0.1,94260,94930,95100
412,206,오명진,두산,타자,95000,3.72,3.7,0.02,0.01,95040,95000,95010
413,207,시라카와,두산,투수,94000,-76.53,44.2,-120.73,0.76,93230,93920,94760
414,207,박성빈,키움,타자,94000,3.5,11.1,-7.6,-0.03,94040,94000,93970
415,208,김태진,키움,타자,93000,2.87,114.5,-111.63,0.85,93030,93000,93850
416,208,박소준,두산,투수,93000,-80.15,-53.6,-26.55,-0.07,92200,92920,92930
417,209,송지후,키움,타자,92000,2.18,1.5,0.68,0.04,92020,92000,92040
418,209,최채흥,삼성,투수,92000,-81.54,-38,-43.54,-0.06,91180,91920,91940
419,210,임종성,두산,타자,91000,2.09,-0.2,2.29,-0.03,91020,91000,90970
420,210,김대호,삼성,투수,91000,-83.4,-53.6,-29.8,-0.1,90170,90920,90900
421,211,장규빈,두산,타자,90000,1.75,1.8,-0.05,0,90020,90000,90000
422,211,이상동,KT,투수,90000,-83.74,-2.2,-81.54,-0.03,89160,89920,89970
423,212,조이현,KT,투수,89000,-84.32,-56.6,-27.72,0.51,88160,88920,89510
424,212,정준영,KT,타자,89000,1.39,31,-29.61,0.4,89010,89000,89400
425,213,최명경,LG,타자,88000,0.75,0.3,0.45,-0.05,88010,88000,87950
426,213,박범준,키움,투수,88000,-87.37,-63.4,-23.97,-0.11,87130,87910,87890
427,214,신준우,키움,타자,87000,0,0,0,0,87000,87000,87000
428,214,최동환,LG,투수,87000,-88.25,-53,-35.25,-0.22,86120,86910,86780
429,214,심휘윤,키움,타자,86000,0,0,0,-0.01,86000,86000,85990
430,215,이채호,KT,투수,86000,-97.19,-53.4,-43.79,-0.11,85030,85900,85890
431,214,채현우,SSG,타자,85000,0,0,0,0,85000,85000,85000
432,216,권휘,두산,투수,85000,-99.39,-66.6,-32.79,-0.08,84010,84900,84920
433,217,김유성,두산,투수,84000,-100.96,-63.9,-37.06,0.21,82990,83900,84210
434,217,김동엽,삼성,타자,84000,-0.08,12.6,-12.68,-0.23,84000,84000,83770
435,218,김사윤,KIA,투수,83000,-101.35,-42,-59.35,-0.11,81990,82900,82890
436,218,노진혁,롯데,타자,83000,-0.47,77.1,-77.57,-0.13,83000,83000,82870
437,219,이용준,NC,투수,82000,-101.58,-27.4,-74.18,0.04,80980,81900,82040
438,219,강민성,KT,타자,82000,-0.5,-0.5,0,0.01,81990,82000,82010
439,220,김택형,SSG,투수,81000,-101.91,-70.8,-31.11,-0.03,79980,80900,80970
440,220,한재환,NC,타자,81000,-0.9,5.9,-6.8,-0.08,80990,81000,80920
441,221,류효승,SSG,타자,80000,-1.04,-1,-0.04,-0.05,79990,80000,79950
442,221,배재환,NC,투수,80000,-103.48,-73.6,-29.88,-0.11,78970,79900,79890
443,222,유로결,한화,타자,79000,-1.23,3.5,-4.73,-0.06,78990,79000,78940
444,222,성재헌,KT,투수,79000,-104.38,-100.6,-3.78,-0.06,77960,78900,78940
445,223,강성우,롯데,타자,78000,-1.34,2.6,-3.94,-0.01,77990,78000,77990
446,223,강건,KT,투수,78000,-104.81,-61.6,-43.21,-0.13,76950,77900,77870
447,224,현원회,SSG,타자,77000,-1.73,-1.7,-0.03,-0.02,76980,77000,76980
448,224,이교훈,두산,투수,77000,-105.51,-51.4,-54.11,-0.4,75940,76890,76600
449,225,전준호,LG,타자,76000,-1.74,-1.7,-0.04,-0.02,75980,76000,75980
450,225,윤성빈,롯데,투수,76000,-107.68,-67.4,-40.28,-0.06,74920,75890,75940
451,226,서예일,두산,타자,75000,-1.82,5,-6.82,0.02,74980,75000,75020
452,226,장지수,한화,투수,75000,-107.72,-104.6,-3.12,-0.08,73920,74890,74920
453,227,한경빈,한화,타자,74000,-2.97,-1.7,-1.27,-0.01,73970,74000,73990
454,227,김영준,LG,투수,74000,-109.2,-73.7,-35.5,-0.23,72910,73890,73770
455,229,김도현,KIA,투수,72000,-114.24,69.6,-183.84,1.17,70860,71890,73170
456,228,김태현,NC,투수,73000,-110.14,-64,-46.14,-0.13,71900,72890,72870
457,228,이선우,롯데,타자,73000,-3,-3,0,-0.2,72970,73000,72800
458,229,오선우,KIA,타자,72000,-3.98,-2.1,-1.88,-0.04,71960,72000,71960
459,230,윤준혁,KT,타자,71000,-4.07,0.8,-4.87,-0.25,70960,71000,70750
460,230,최이준,롯데,투수,71000,-114.96,-18.6,-96.36,-0.36,69850,70890,70640
461,231,김도규,롯데,투수,70000,-118.19,-62.9,-55.29,-0.01,68820,69880,69990
462,231,김대한,두산,타자,70000,-4.37,37.9,-42.27,-0.47,69960,70000,69530
463,232,이믿음,LG,투수,69000,-120.16,-81.6,-38.56,-0.16,67800,68880,68840
464,232,공민규,삼성,타자,69000,-4.47,-0.5,-3.97,-0.19,68960,69000,68810
465,233,백두산,롯데,타자,68000,-4.66,-1.7,-2.96,-0.02,67950,68000,67980
466,233,이명종,키움,투수,68000,-120.54,-87.4,-33.14,-0.17,66790,67880,67830
467,234,김기중,한화,투수,67000,-121.75,-30.7,-91.05,0.38,65780,66880,67380
468,234,박민,KIA,타자,67000,-4.79,-1.6,-3.19,0.04,66950,67000,67040
469,235,손동현,KT,투수,66000,-126.13,5,-131.13,0.14,64740,65870,66140
470,235,김두현,KIA,타자,66000,-4.96,0,-4.96,-0.22,65950,66000,65780
471,236,김세훈,NC,타자,65000,-5.25,-1.9,-3.35,-0.11,64950,64990,64890
472,236,이재익,삼성,투수,65000,-135.54,-111.5,-24.04,-0.32,63640,64860,64680
473,237,오선진,롯데,타자,64000,-5.33,6.4,-11.73,0.16,63950,63990,64160
474,237,현도훈,롯데,투수,64000,-136.75,-83.8,-52.95,-0.13,62630,63860,63870
475,238,김도환,삼성,타자,63000,-5.45,-2.7,-2.75,-0.11,62950,62990,62890
476,238,정지헌,LG,투수,63000,-142.08,-102.6,-39.48,-0.24,61580,62860,62760
477,238,정대선,롯데,타자,62000,-5.45,-3.4,-2.05,0.03,61950,61990,62030
478,239,정찬헌,키움,투수,62000,-142.28,-90.4,-51.88,-0.01,60580,61860,61990
479,240,조대현,KT,타자,61000,-5.86,24.7,-30.56,0.49,60940,60990,61490
480,240,김호준,두산,투수,61000,-143.16,-77.1,-66.06,-0.22,59570,60860,60780
481,241,김윤하,키움,투수,60000,-143.8,-66.6,-77.2,0.44,58560,59860,60440
482,241,송승환,NC,타자,60000,-6.03,1.3,-7.33,0.13,59940,59990,60130
483,242,김병휘,키움,타자,59000,-6.25,24,-30.25,-0.35,58940,58990,58650
484,242,최민준,SSG,투수,59000,-144.98,-143.2,-1.78,-0.35,57550,58860,58650
485,244,최원준,두산,투수,57000,-148.26,20.4,-168.66,1.12,55520,56850,58120
486,243,신용석,NC,타자,58000,-6.79,-6,-0.79,-0.1,57930,57990,57900
487,243,신영우,NC,투수,58000,-145.67,-97.8,-47.87,-0.13,56540,57850,57870
488,244,박민준,두산,타자,57000,-8.17,-6.1,-2.07,-0.13,56920,56990,56870
489,245,홍성호,두산,타자,56000,-8.41,6.5,-14.91,0.1,55920,55990,56100
490,245,주권,KT,투수,56000,-154.05,-84.4,-69.65,-0.17,54460,55850,55830
491,246,송찬의,LG,타자,55000,-8.45,8.6,-17.05,-0.12,54920,54990,54880
492,246,이형범,KIA,투수,55000,-154.33,-85.4,-68.93,-0.2,53460,54850,54800
493,247,장규현,한화,타자,54000,-8.5,-6.7,-1.8,-0.13,53910,53990,53870
494,247,백승현,LG,투수,54000,-156.31,-42.4,-113.91,-0.43,52440,53840,53570
495,248,안승한,두산,타자,53000,-8.56,-0.7,-7.86,-0.01,52910,52990,52990
496,248,손현기,키움,투수,53000,-158.12,-83.1,-75.02,-0.1,51420,52840,52900
497,249,신윤후,롯데,타자,52000,-9.06,15.1,-24.16,0.29,51910,51990,52290
498,249,김연주,키움,투수,52000,-158.31,-76.7,-81.61,-0.14,50420,51840,51860
499,250,전루건,NC,투수,51000,-161.06,-144.6,-16.46,-0.14,49390,50840,50860
500,250,한석현,NC,타자,51000,-9.8,31.9,-41.7,-0.48,50900,50990,50520
501,251,이상규,한화,투수,50000,-161.86,-80.6,-81.26,0.38,48380,49840,50380
502,251,최민창,SSG,타자,50000,-10.42,0.8,-11.22,-0.03,49900,49990,49970
503,252,이명기,한화,타자,49000,-10.59,-2.8,-7.79,-0.09,48890,48990,48910
504,252,목지훈,NC,투수,49000,-165.49,-114.7,-50.79,-0.21,47350,48830,48790
505,253,김창평,SSG,타자,48000,-11.64,0.3,-11.94,-0.07,47880,47990,47930
506,253,오석주,키움,투수,48000,-166.16,-112,-54.16,-0.32,46340,47830,47680
507,254,김건국,KIA,투수,47000,-173.26,-129,-44.26,-0.21,45270,46830,46790
508,254,박계범,두산,타자,47000,-11.7,-5.8,-5.9,-0.39,46880,46990,46610
509,255,김수윤,NC,타자,46000,-12.22,-4.8,-7.42,-0.06,45880,45990,45940
510,255,윤중현,KIA,투수,46000,-174.49,-139.1,-35.39,-0.35,44260,45830,45650
511,256,이지강,LG,투수,45000,-180.17,3.5,-183.67,-0.09,43200,44820,44910
512,256,김수인,LG,타자,45000,-12.35,-8.9,-3.45,-0.1,44880,44990,44900
513,257,권동진,KT,타자,44000,-12.57,2.1,-14.67,-0.08,43870,43990,43920
514,258,최준용,롯데,투수,43000,-187.3,-48.4,-138.9,0.13,41130,42810,43130
515,257,이용찬,NC,투수,44000,-181,181,-362,-1,42190,43820,43000
516,258,김범준,NC,타자,43000,-13.2,-9.9,-3.3,-0.15,42870,42990,42850
517,259,김시앙,키움,타자,42000,-13.41,-0.8,-12.61,-0.05,41870,41990,41950
518,259,이태양,한화,투수,42000,-190.19,-119.4,-70.79,-0.29,40100,41810,41710
519,260,김수환,키움,타자,41000,-13.51,-2.7,-10.81,-0.1,40860,40990,40900
520,260,전사민,NC,투수,41000,-200.9,-171.3,-29.6,-0.3,38990,40800,40700
521,261,육청명,KT,투수,40000,-201.48,-136.9,-64.58,0.63,37990,39800,40630
522,262,이재학,NC,투수,39000,-203.72,-24.6,-179.12,1.19,36960,38800,40190
523,261,김민석,롯데,타자,40000,-14.32,50.8,-65.12,-0.32,39860,39990,39680
524,261,김성우,LG,타자,39000,-14.32,-7.3,-7.02,-0.24,38860,38990,38760
525,263,조동욱,한화,투수,38000,-205.09,-79.1,-125.99,0.08,35950,37790,38080
526,263,장승현,두산,타자,38000,-14.81,6.6,-21.41,-0.07,37850,37990,37930
527,264,박종훈,SSG,투수,37000,-205.92,-123.7,-82.22,0.29,34940,36790,37290
528,264,김태훈,삼성,타자,37000,-14.95,8.3,-23.25,-0.02,36850,36990,36980
529,266,황준서,한화,투수,35000,-211.42,-128.3,-83.12,1.31,32890,34790,36310
530,265,박민석,KT,타자,36000,-15.58,-11.7,-3.88,-0.34,35840,35980,35660
531,265,문용익,KT,투수,36000,-209.25,-170.8,-38.45,-0.34,33910,35790,35660
532,266,김현준,삼성,타자,35000,-16.35,107.9,-124.25,0.02,34840,34980,35020
533,267,박준형,키움,타자,34000,-16.43,-6.1,-10.33,-0.25,33840,33980,33750
534,267,김동혁,키움,투수,34000,-211.9,-104.5,-107.4,-0.52,31880,33790,33480
535,268,김찬형,SSG,타자,33000,-16.51,-9.3,-7.21,-0.27,32830,32980,32730
536,268,윤석원,키움,투수,33000,-212.77,-169.6,-43.17,-0.31,30870,32790,32690
537,269,예진원,KIA,타자,32000,-18.5,-1.6,-16.9,-0.53,31810,31980,31470
538,269,조영건,키움,투수,32000,-225.6,-119.8,-105.8,-0.53,29740,31770,31470
539,270,임상현,NC,투수,31000,-226.91,-123.3,-103.61,-0.02,28730,30770,30980
540,271,이민석,롯데,투수,30000,-229.15,-131.2,-97.95,0.1,27710,29770,30100
541,271,장준원,KT,타자,30000,-19.5,1.5,-21,-0.05,29800,29980,29950
542,270,김인환,한화,타자,31000,-18.58,60.7,-79.28,-1.24,30810,30980,29760
543,273,송영진,SSG,투수,28000,-257.44,-81.2,-176.24,1.33,25430,27740,29330
544,272,김재혁,삼성,타자,29000,-19.76,26.7,-46.46,-0.23,28800,28980,28770
545,272,김명신,두산,투수,29000,-247.17,-97.1,-150.07,-0.89,26530,28750,28110
546,273,이창용,삼성,타자,28000,-20.98,3.7,-24.68,-0.19,27790,27980,27810
547,274,김인범,키움,투수,27000,-263.23,-157.2,-106.03,0.67,24370,26740,27670
548,274,최정용,KIA,타자,27000,-22.68,-10.8,-11.88,-0.19,26770,26980,26810
549,275,이로운,SSG,투수,26000,-267.68,-19.2,-248.48,0.36,23320,25730,26360
550,275,한동희,롯데,타자,26000,-22.71,12.5,-35.21,-0.58,25770,25980,25420
551,276,강태율,롯데,타자,25000,-25.7,-14.8,-10.9,-0.27,24740,24970,24730
552,276,전준표,키움,투수,25000,-280.66,-152.1,-128.56,-0.3,22190,24720,24700
553,277,김민수,LG,타자,24000,-26.56,-13.8,-12.76,-0.32,23730,23970,23680
554,277,이건욱,SSG,투수,24000,-288.86,-191.6,-97.26,-0.39,21110,23710,23610
555,278,박주홍,키움,타자,23000,-27.44,10.7,-38.14,-0.25,22730,22970,22750
556,278,한승주,한화,투수,23000,-294.06,-223.6,-70.46,-0.48,20060,22710,22520
557,279,박치국,두산,투수,22000,-294.1,-64.1,-230,-0.15,19060,21710,21850
558,279,김인태,두산,타자,22000,-27.64,11,-38.64,-0.4,21720,21970,21600
559,280,전미르,롯데,투수,21000,-295.18,-58.9,-236.28,0.44,18050,20700,21440
560,280,김주형,키움,타자,21000,-28.11,-5.3,-22.81,-0.05,20720,20970,20950
561,281,강승구,롯데,타자,20000,-29.77,-3.3,-26.47,-0.08,19700,19970,19920
562,281,이준호,NC,투수,20000,-318.93,-130.5,-188.43,-0.67,16810,19680,19330
563,282,김재성,삼성,타자,19000,-33.49,3.4,-36.89,-0.19,18670,18970,18810
564,282,김동주,두산,투수,19000,-325.31,-152.5,-172.81,-0.31,15750,18670,18690
565,283,양우현,삼성,타자,18000,-34.39,-12,-22.39,-0.14,17660,17970,17860
566,283,한차현,KT,투수,18000,-343.49,-223.4,-120.09,-0.25,14570,17660,17750
567,284,이호성,삼성,투수,17000,-356.61,-187.5,-169.11,-0.16,13430,16640,16840
568,284,김태근,두산,타자,17000,-35.85,6.4,-42.25,-0.72,16640,16960,16280
569,285,함창건,LG,타자,16000,-40.17,-2,-38.17,-0.19,15600,15960,15810
570,285,더거,SSG,투수,16000,-372.34,-226.6,-145.74,-0.52,12280,15630,15480
571,286,이종민,키움,투수,15000,-399.2,-290.9,-108.3,-0.16,11010,14600,14840
572,286,김웅빈,키움,타자,15000,-40.76,-1.8,-38.96,-0.4,14590,14960,14600
573,287,최경모,SSG,타자,14000,-47.85,13.7,-61.55,-0.03,13520,13950,13970
574,287,이인복,롯데,투수,14000,-406.8,-236.3,-170.5,-0.1,9930,13590,13900
575,288,원상현,KT,투수,13000,-420.82,-223.7,-197.12,0.04,8790,12580,13040
576,288,김호진,삼성,타자,13000,-49.84,-3.7,-46.14,-0.28,12500,12950,12720
577,289,이승민,삼성,투수,12000,-487.24,-294.8,-192.44,-0.44,7130,11510,11560
578,289,임지열,키움,타자,12000,-54.4,13.2,-67.6,-0.74,11460,11950,11260
579,290,김동진,삼성,타자,11000,-62.06,9.3,-71.36,-0.18,10380,10940,10820
580,290,나균안,롯데,투수,11000,-618.85,-365,-253.85,-0.31,4810,10380,10690
581,291,안상현,SSG,타자,10000,-65.36,-14.7,-50.66,-0.52,9350,9930,9480
582,292,강한울,삼성,타자,9000,-66.11,-16.9,-49.21,-0.34,8340,8930,8660
583,293,이재상,키움,타자,8000,-66.41,-0.4,-66.01,-1.19,7340,7930,6810
584,294,서동욱,롯데,타자,7000,-70.49,-16.7,-53.79,-0.48,6300,6930,6520
585,295,김재현,키움,타자,6000,-70.53,147.8,-218.33,0.13,5290,5930,6130
586,296,전의산,SSG,타자,5000,-71.69,-15.7,-55.99,-1.35,4280,4930,3650
587,297,이호연,KT,타자,4000,-94.96,-18.3,-76.66,-0.67,3050,3910,3330
588,298,이승원,키움,타자,3000,-97.28,-32.7,-64.58,-0.85,2030,2900,2150
589,299,정보근,롯데,타자,2000,-125.69,12.6,-138.29,-0.55,740,1870,1450
